Date,SNPS,HOG,TGT,JBHT,C,GPN,DOV,ITW,CL,PLD,VMC,FOX,EBAY,SYF,NFLX,MS,MNST,PSX,FISV,NDAQ,LB,FE,MRO,AZO,FAST,ZTS,BWA,OXY,KORS,ANTM,BLL,ADI,RF,TSN,GS,CXO,M,UNH,RTN,HCP,INTU,PPL,LLL,USB,HCA,NLSN,PSA,MAC,AOS,UNP,PPG,DLPH,CME,CBOE,PNC,SYY,CINF,FCX,DXC,CBS,ECL,PX,SYMC,AIV,CFG,AVGO,EL,BXP,CTL,WFC,EIX,ULTA,XRX,DG,AVB,ABC,AIG,FL,MCK,NEM,PYPL,BAC,MCHP,EW,MMM,MTD,IRM,AMT,LMT,CAH,AME,HSY,URI,CERN,JNPR,IP,HP,CTAS,XEC,CNC,WDC,WBA,GPC,MON,ES,LYB,BF-B,DRE,AMG,OKE,MPC,HCN,NVDA,SLG,SWK,GIS,XEL,PKI,FLIR,ADBE
2017-01-04,0.0033687216332949355,0.01102816253702854,0.014570506004815353,0.010850432551797518,0.013533496267833955,0.03730487992564435,0.0047109404643514985,0.003836102927881724,0.010985597310158024,0.017803059507425223,0.0252727438372522,0.008928480322737187,-0.002680965147452974,0.02347551593848274,0.015060052005020808,0.013240590609924219,0.010540162263062092,0.005415439382666198,0.012204267270514935,0.015596887185151731,0.011414822947781067,0.0006460691301846122,0.016328892881679158,0.001996254966874389,0.004685701294189881,0.009703257584179337,0.01871711094716688,-0.010931145168840306,0.009749256743302848,-0.0013265118106682294,0.015181392892137158,-0.0020687402726730086,0.013166890645157192,0.01422179526137679,0.006457670931207415,-0.0072442995098990215,0.017314812307789307,0.0028492081503690425,0.010053540787747561,0.0221624685211792,0.0020043818037367434,0.0020569623987385377,-0.0003941197132998342,0.007384430677474629,0.03585815250951052,0.005441264399312917,0.007337057266128877,0.012256981706742831,0.008842068797291436,0.006047601953339754,0.02120736604571105,0.037015346254274384,0.009790122101711818,0.0393096581649397,0.008476795514495317,0.009145717686114052,0.003694321415609103,0.07619738751814231,0.03804535732869563,0.020965925568746435,0.006353781247445678,-0.00042780510728912535,0.00874640838126406,0.009345775301337511,0.008644720963072672,-0.007121262011246743,0.01771619526452861,0.031766017113197265,0.005128238084198156,0.0008927636232443081,0.008501688526094009,0.01651870077774209,0.03773590460559961,0.02493595967864004,0.00413323792108744,0.02481556600746404,0.013052837058263433,0.01770537305082609,0.007800319640600684,0.009529439867139722,0.01863354037267073,0.01864180857739517,-0.00046977354352961687,0.010678434171223827,0.0015163981302297458,0.01034685672527269,0.02447138828740547,0.0017899197870265837,0.002684503894707868,0.015440435036256472,0.011987022738285003,0.0019246142637880936,0.005123090387395335,-0.02975712430133104,0.010489397051404392,0.012361792952380934,-0.0027933541059672606,0.008510985497356405,-0.0020895967716778596,0.03327043331726243,0.015987393288842577,0.00024114138955178,0.015580983711588337,0.002672505128795022,0.003449615710083842,0.021984314868121135,0.011091396372152174,0.022539296666983955,0.024830291469019272,-0.002553196225269172,-0.031928956992700375,0.007707370280124248,0.023330993950724688,0.01981023460850051,0.006306641577282557,-0.00032217506844312016,0.004431380143227415,0.005850220126566663,0.01413118848908379,0.006378005226768346
2017-01-05,0.0036931509148900865,0.0010070156070025593,-0.01693547461559075,-0.0064402876189405545,-0.017423926753644126,0.00396565901899204,-0.003256173159397302,-0.011220375522596027,0.008904464021781244,0.0003720620788483231,-0.0027388570095931986,0.0031858773460353706,0.008400537634408511,-0.026891878620279308,0.018545660503959338,-0.009170208122661894,0.003694024337244528,-0.00595925855540147,-0.0003681638220310868,-0.0011812299604031518,-0.07870503216490332,-0.003874699221428357,0.007202306054497676,-0.0013113815555967356,-0.011659839099748326,-0.0033265409254571443,-0.0012247868443491239,-0.012031266137132346,-0.03218395402298857,0.010625686908751764,-0.0005200550861282904,-0.014372483874621755,-0.012995776674830872,0.005199301964993852,-0.007444610455350276,-0.0039065306096636165,-0.1389507947139088,0.0016674665544773593,0.010090096806287363,0.023324541198284088,0.006174974523256882,0.005865229202190125,0.0006569825903186555,-0.016782424945353758,-0.004148826817664819,0.0004706277261672387,0.010659097533521011,0.007933209398906182,-0.00459088867669033,-0.009792585081440874,-0.016963075399427097,-0.006139503063885332,0.0034626293938122554,-0.010411144079113699,-0.013364827267273727,-0.003262649107452109,-0.004075133006623988,-0.014160485502360154,-0.0025218452992404883,-0.003954831753168464,-0.0015152163815399522,-0.010098239870914405,0.017753974338148737,0.001984216604137723,-0.01244107057350019,-0.015756439357194285,-0.001270684884309814,0.004801146276162127,0.0007849714296674914,-0.015521796260625331,-0.0035931350476411383,0.01234095446714556,-0.004195908214691846,-0.019989540351368684,0.006089577802549817,-0.011575835171638627,-0.005608663283879323,-0.016849320216725805,-0.013999250193089008,0.04605240813973577,0.0014634390243901674,-0.011764694947169696,-0.019272972036530778,0.006732970719567355,-0.003420844453461247,-0.00984254778345861,0.002064306395529014,-0.003479386227325132,0.007834926281052423,-0.014941257515661888,-0.012648133119300575,-0.006434833244892579,0.0025484571980944892,-0.005841810974337558,-0.0020760812949729424,-0.008140531136027751,0.0033103991877578842,-0.008780129298625039,0.011624561812050516,-0.0016597178423236603,0.00014174268729805206,0.0006025041529411634,-0.004633583298724875,0.0015229894823125534,0.0001808756452323923,-0.0012388392457209907,-0.006581902810616658,-0.004041020965842357,-0.012248157028715734,0.003924898956308542,-0.0037081057891460434,0.022345600090925455,-0.025385657100129744,-0.012287724620652418,0.016054299331187405,0.0028999048378621772,0.0,-0.010694198078226025,-0.005191116317154076,0.016996399241371307
2017-01-06,0.003512276241641299,-0.009220583661505244,-0.015435469459282203,0.005144492900855502,0.00348027859853528,0.014028762381147475,0.015549665927998335,0.010443186067805588,0.0076289071909918516,0.006510457178979578,-0.02856252028929973,0.017995793252473025,0.03465508163945352,0.0059606593053436185,-0.005614073372491868,0.014576561870265126,-0.012340333672663628,-0.015448435911695313,0.011232860590803195,0.012122958876381595,-0.0130560691876761,0.009076177947612729,-0.016501820435545822,0.0011489558080808315,-0.0023595677440216845,0.00315216400037599,0.008094097430006997,0.0065136048651524,0.008788670251243413,-0.0015216450161185113,0.004423360341942129,0.003925851113871115,0.003464892964715416,-0.0075235734823430045,0.014835004872441715,0.0034039292837348967,-0.0012962241525338314,0.001418285713920886,0.00040505457828343694,0.002247324835987552,0.013090638546885414,0.007580182462729734,0.011685138762099978,0.0064743835313954,-0.002473571213997383,-0.00023533696706834473,0.0034716251487787453,0.0037282890498175902,0.00041927837641342336,0.010379090071733321,-0.0003137613539183626,-0.006320965740819751,0.010955916345321448,0.005459983999788198,0.014227359681752594,0.007092237328049533,0.0002638744375333957,0.019151846785225857,0.010112901325264323,-0.01817356275998816,0.0026135476734696628,0.004581942087460433,0.014604495821610275,0.0,0.005318907273365259,0.01325449016981195,0.0071247108025795924,-0.0022753496005389895,-0.004705871851107157,-0.0025371029512621934,-0.005686444289645487,-0.0031802337862365526,-0.015449329962001435,-0.015700394921830618,0.008799081650959995,0.013384214559139851,0.0184452191838822,-0.01365493469607948,0.0028669240777901006,-0.031446599594048164,0.009498294946461483,0.0,0.017414912402752503,-0.0012347154803022953,0.002926064823805641,0.02376221069152784,-0.014125967020732544,-0.00660572910708912,0.007305322472071829,0.011141046247783004,0.01809677096094031,0.01024640334506044,-0.00699051280997709,-0.0020986987576622207,0.0006934667917593007,0.0020519283606581507,0.028807151304078626,0.003611960799647651,-0.0007137931240224216,0.014796325360055596,-0.002409646981572866,0.0008430794484728388,-0.005275596759967804,0.02775398098305204,-0.00036179780114464766,-0.005751041440752447,-0.004858641091198934,-0.0029509634011349872,-0.0022360350351160463,-0.01580818936882733,-0.013320306466078846,0.004107241239428294,0.013367500438946633,0.01070257781329853,-0.0011829857018264,-0.004856683569641862,0.002941009113071047,0.007206463567117849,-0.013457906591825552,0.022566319608485763
2017-01-09,0.0013333666666666133,-0.016074393624620043,-0.00013984674321054769,-0.00839391417686508,-0.005449902169488263,0.07172606367306766,-0.012866741167282147,-0.0048828019655874355,-0.013954955010074377,-0.007577222989323951,-0.008723657611746982,-0.002772971906530808,-0.009661803853842299,-0.006194453889558527,-0.0009156175600113503,-0.025997613384994733,-0.026742591555076523,-0.016159287033886582,-0.01575165226710995,-0.010078924580164128,0.001143239715765354,-0.0038547842063529902,-0.026845441313638974,-0.0032411573665501736,-0.007310220261459444,-0.002772558509055445,-0.006812666258827482,-0.008441198744472578,-0.010124793733817139,-0.010807210793856381,-0.015802964979078515,0.0047486293611447294,-0.007596711786556298,-0.01058112466171024,-0.0082073336570474,-0.006858465773224354,-0.01168067625417657,-0.0028323602972059048,-0.00020244185059081765,-0.013132648866670427,-0.0029951121279071513,-0.009837995884641071,-0.008046326028059325,-0.004483521964397941,0.03001820555919288,-0.0035284035414459014,-0.0068317246207155735,-0.017471519053082973,-0.006705791124740013,-0.007462062215037091,0.007950589400682828,-0.016047444688376267,-0.007338568292704739,-0.01284762489056801,-0.007139902098077466,0.005417134662046852,-0.01689090463509435,-0.014765100671141007,-0.00200223328609328,-0.012599276392123104,-0.0006727301906506167,0.0030120324013216404,-0.000799824491557799,-0.010781212167549015,-0.006404881467490742,0.002151991359098826,-0.011622002142249288,-0.009958093184160077,-0.005910152232912469,-0.014534921092807629,-0.009346010814368921,-0.009532772937308254,-0.005706190056717353,0.005180708278928137,-0.015444482880573096,0.008019038084349672,-0.006436427180001036,0.0011302852270915764,-0.0005444951716568891,-0.0016938264894914568,-0.0012062484630579462,-0.005731971748745623,0.011620597563614332,0.009065591840939469,-0.005386336965481298,-0.014287019207911311,-0.007164311553201297,-0.0023748843731445923,-0.00015509860650708696,-0.007566718434238506,-0.00878765353811406,-0.005932462265224703,-0.02943859104329649,0.00925348074139798,-0.016285492616861075,-0.0018616385452290274,-0.021832962112696364,-0.010454141501140324,-0.004642370917948835,0.015235910628507376,0.02102869291089471,-0.006618518653213723,-0.0011439212157515755,0.007583537489048053,-0.012486355123910942,-0.014517444369113286,-0.006879675562010412,-0.005549432549478706,-0.025942374773898713,-0.007253946904503872,-0.01806625867580547,-0.000730360031292121,0.04054318080535824,-0.027604304139962177,-0.004652720786276876,-0.014803988766475262,-0.015151541883263397,0.008284814704354382,-0.00835179180219947,0.002493047022353201
2017-01-10,0.010153078889711065,0.006018916686975739,0.0,0.008774613577757995,0.00016595869632962668,-0.023937866692372856,0.003910087963031161,0.002371628803402359,-0.01550732271026245,-0.022904996679346312,0.007252252419181149,0.005213788794048213,-0.016260162601625994,0.0016259361218615709,-0.008094677543215245,0.008194735217057936,-0.020270314402238143,-0.0030944439366358267,0.0012026364699839753,-0.008410810254317225,0.0008156028141022009,-0.020638451280005188,0.004597686096372788,0.004225986140013571,0.007364053111723168,-0.00037072844165020324,-0.0012247868443491239,-0.01603282366096892,0.03187440457006652,0.024861785711736584,-0.004738074390608027,0.005699116198416343,0.013222082336478591,-0.02298488185549874,-0.0013174267642682702,-0.007277018003668534,-0.005252810168175581,-0.0022846284919605386,-0.010661994647891082,-0.02466733989908443,-0.0034332212223143754,-0.008182409429046134,-0.012494098586166902,0.002937328655911786,-0.00823620142514414,-0.014400498608968082,-0.006569827523563276,-0.018622315287250224,0.007594883673155861,0.009763740808582,0.0004152282521769912,0.035410179506450756,-0.00025782401402196786,-0.011404866795326596,0.003976328451695377,-0.006285929455412509,0.00026844832371852867,0.05926430517711179,0.012372348785715248,-0.012444742619287852,-0.008246315859511522,-0.00600604489173262,0.005602315461206819,-0.015791840616289132,0.016816074064531783,0.020342474946526412,-0.011375206857201725,-0.011133422986184693,-0.0011890579601406825,0.0070058564755808295,0.0012674337802525137,0.0065569651481549585,0.008608351028479344,0.007052701030927588,-0.0022570706737629065,-0.007604152672310516,0.012353256060373852,0.0009877065923982187,-0.0001362031016264309,-0.007918561798198054,-0.007729468225629588,0.01729500493755598,0.006674915976668139,0.012149076431314354,-0.0038922618717378565,0.008349352592178949,0.0012027801494485235,-0.014473463193492964,-0.006361218999315521,0.006152986694873741,0.004835755027565503,0.00904813647167435,0.02581007815335057,0.026672180592949513,0.0003521579039036382,0.0029840135065424267,-0.00580078825523489,-0.006061652968870512,0.014207665533449099,0.0024204937482572575,-0.014194245272504014,0.0014536366652961874,0.012805679106333123,-0.0046810229805243075,-0.0053143800415942355,-0.00011503437951954076,-0.004022343067292877,-0.005580281392386199,-0.0011154671487899614,-0.024530276359135517,-0.00990710739012135,-0.030409389761989924,-0.0075504346809533995,-0.012937434509787238,0.0007648975199159302,-0.0018163751551655283,-0.0002479606712725291,-0.003921608240525787,0.0042110658463132555,-0.0028552823063460187
2017-01-11,0.003624995940434861,-0.008376188991352396,0.00251978576296108,0.010233255516370665,-0.004482830412470329,0.004494159015372423,0.027785182429741928,0.0048135931005619526,-0.0012234097881017592,-0.004192843746130603,-0.0010516698818943127,0.01798065474762045,0.005289256198347081,-0.016233630889360917,0.004696289203913295,0.014166202203944378,0.011264413793103278,0.013490839524254783,0.002864251976413712,0.007738090819911392,-0.0013039149138102113,0.011853815978987825,0.012013690823712286,-0.0021167133036198438,0.019780843338546905,-0.01149626398171566,-0.015943170695686515,0.0,-0.01175661568103703,-0.003484967048099752,0.014414219980025011,0.003732001803512075,-0.002747249469970403,0.0040843396524137265,0.013150837220121003,0.01144437861553782,-0.011551178776170845,0.001918587869068844,-0.0024554863054012666,0.011647200228312116,0.0023253222265988693,0.008839210703277756,-0.022920168284998876,0.011128416531059004,0.013287351984950124,-0.003832310298757302,-0.024589576229785304,-0.013553877940395642,0.011515883180121422,0.008218926724062658,0.002489795872160583,0.015183687131927526,-0.0034393429517246554,0.0035288876706796035,0.02241512560464365,-0.0007229632669318864,0.004965092975569574,0.02057877813504816,0.0033031191719075093,0.0046258553113331935,0.0039029256418918745,0.009236153167641481,0.013529616434192482,-0.006327608399210538,-0.000275350038278499,-0.006368822071096125,0.012669611966708905,-0.013898530239041862,0.0015873422814114413,0.0032954390794346367,0.014343917227980896,-0.0013333561904762536,-0.0042674216311991975,-0.011178576648506966,-0.009331591369225345,-0.03890144636031578,-0.0037202175335346865,-0.004174681181464246,-0.024656030362795844,-0.02023942656589628,0.004868475907084724,0.005666828645640498,0.025135102062459058,-0.004942475337325725,0.007418694713515972,-0.00976883281495644,-0.0033033603782022247,0.0031885833936422525,-0.004059886524759082,-0.01994156484240639,0.002205900385713333,0.0011446636108227715,0.0033057850632547403,0.02516740409985796,-0.01936611539678712,0.006693987264228429,0.010020258433805829,0.0047046187913757365,0.00799499922297775,-0.007083049051562318,0.008610786252617908,0.021289471501538593,0.002056126025075322,9.222877123615802e-05,0.014370008272468482,0.017955805320192697,-0.004936198191424213,-0.007856401781410893,0.013610680995325808,0.021223444484873122,0.014090319011687225,0.0012062876033340775,-0.0123038830992791,-0.009429603338025228,0.002038216681558014,0.00876760541364674,0.009927849585061432,-0.005624316300187671,0.0005592234876827806,0.006742988975743769
2017-01-12,-0.0004925135445739137,0.005344040712743192,-0.005027124950184314,0.003342902932185199,-0.012174824743092394,-0.008053265310770885,-0.009979787825398989,-0.0044657478466459954,0.00826819039418103,0.008421054583251486,-0.007612624662222678,-0.012228331474402943,-0.0019730351857940587,-0.006325746614845973,-0.010114996168582358,-0.0009159030194623163,-0.02000456831077202,-0.00647893539357014,0.008107582383383383,-0.004725296403662149,-0.009139911819593727,-0.0016271328025508902,-0.01413223261212082,-0.002184318181818079,0.012017596112092077,0.0015004135675280583,-0.003240128041460011,-0.004614352758205875,-0.005131723935892785,0.016183237533471617,0.004432221037903972,-0.005508190578563887,-0.00619830451001302,0.0037422475192465665,-0.007812514066852017,-0.00613815999010392,0.0010016532847485493,0.0029031710558466983,-0.004171051993189234,0.0003290925633945285,0.005671192845567274,0.007593495985481091,-0.012135455527795713,-0.006951215259244137,-0.002395599606495935,0.01009860844317334,-0.011193929102135569,0.007810302529831059,-0.009935727566883434,0.0041237822960322745,0.0024837704916025327,-0.006709551278585635,0.004572760535316522,-0.0014876151675159432,-0.02359659757901411,-0.007053736639110686,-0.06649755272884339,-0.03780718336483935,-0.0018106896496369318,-0.009844397841649144,0.0027044893255663283,0.0028223790623147504,0.009030222866794668,0.005685682699962946,-0.009650027286023377,-0.0031211789343016383,0.010340960949062783,0.01582665707530584,-0.002377173616078365,-0.00547435175975397,0.0034659541792569915,-0.004577463389146552,-0.008571457811761607,0.0023154402331169166,0.008106393657035582,0.02857853825996104,-0.010455487551156994,-0.00028415192340935924,0.010335031064833133,0.0029094632331003734,0.006782994350363225,-0.006501871569444262,0.0,-0.010745118890114203,-0.002529688462525548,-0.008972558579709689,0.0150648095342103,0.003563428445695127,-0.009838133283192163,0.0063754621546705526,0.009203517896926527,-0.00257272761254268,-0.02489475517307782,0.015838507853435102,-0.001795440261185055,-0.00868137469828889,-0.0077859628056971,-0.007977764993765235,-0.0254790127025748,0.016699075875486358,-0.009796882636037507,-0.006040470591620606,0.0062576332351935715,-0.010327345502808116,0.004540523787095463,0.013342399876920208,-0.004058598950324233,0.0030166147014614175,-0.011293323430242252,-0.01205028624462856,-0.008256162641718467,0.006777095963587998,-0.016356002148083082,0.010661546398896826,0.006526032122589065,0.004755649745384227,0.003932208967819983,-0.0015083678198082318,-0.008382354515205637,-0.0036700798911841748
2017-01-13,0.007555831019122383,0.007030174285375557,-0.014877149303976767,0.0023219465192341193,0.0067534503812614055,0.0018041939002209073,0.016332710860098132,0.00636159553551896,0.00045557971371446015,-0.007401796834288432,0.01517876333929924,0.00584595123786702,-0.001976902800658986,0.005258920015720481,0.03498996938326204,0.004125729227921315,0.03247499344757632,-0.012449631784849813,0.008042451252832095,0.004599478228295872,-0.00032945021463881563,-0.002281539610792138,0.0005732759606282833,-0.013236010142457233,0.001041724959432555,0.006555618154441056,0.0077518325201042515,0.0007244232895797786,-0.0060962013553949035,0.0022942728113750643,-0.011421064517514123,0.006231014907411847,0.017324889651060937,0.00486304896450962,0.00188644786400749,0.002753151296623013,-0.00333560955861556,-0.0034490528857922254,0.002403306949690931,-0.006248099866932977,0.0005126226461598105,-0.004058000493025848,0.02182418964657984,0.005055447186309792,0.003538915437098833,0.008331421018782592,-0.014634175154372597,-0.002583293684522814,0.013171435506614149,0.00525330588427475,-0.005677629377839777,0.008021288319346453,0.0037791916902403244,0.016117988494712465,0.007292393165591715,0.0012750065344364625,0.0021456624752305142,-0.0052390307793058755,0.027209696065438882,-0.0006413762924142308,-0.000590001501032833,-0.0014498584119576607,0.017120583669468337,-0.0009046010706919017,0.01030073249109198,0.008889549451249534,-0.004422554863230066,-0.003953072327816276,0.003177028753585942,0.014862260123690296,-0.00386847501034171,0.0017243992309146083,0.015850180131155467,-0.006794524865894158,-0.001868735203836125,0.009062796623241276,0.001509385405514152,0.002842794038570462,0.017279605689688227,0.0017405085110611118,0.0009623916996537307,0.003926609219283783,-0.0021060914417616594,-0.004713587650930884,-0.00028180093921437166,0.00599639486643655,-0.008607837816897335,-0.007197745474589956,0.007560671046969558,0.010917876285176709,0.004361705676612315,0.0016240430268532613,0.004786953212061684,0.000779516648226064,0.002518079167145304,-0.002235759913745583,-0.008859536283878922,0.0013985704631096496,0.005834050378858979,-0.0009567373777187305,0.00353346883610417,-0.0011916208642603898,0.004893456619200265,0.0027020200361844715,-0.002892793682529815,0.0012273658840942225,-0.0047543624546873,0.0,-0.00034801694334252176,-0.004596049177003292,-0.0176649088897044,-0.002842043457236043,-9.676175295736389e-05,0.0027314467537724596,0.004799577643471276,-0.003100989924313624,-0.004895800787845239,0.017749312429099717,0.004226491340441063,-0.0005525094595270064
2017-01-17,-0.009781512879034948,0.0037459530709784694,0.010685249546167341,-0.013094133296034816,-0.02096261633612484,0.0038590218589709124,-0.01845573209263518,-0.004619447867838411,0.018518440517104384,0.00439763540392879,-0.005948547997440934,0.0,0.0,-0.022301913114004868,-0.006058324743268395,-0.03789085184423657,-0.012806089094859141,0.0032416203321963266,0.0012692565384608834,-0.010633738234936407,0.007414783409300574,0.01764122573385607,-0.0005729475035977094,0.0031802362195409994,0.004370433360339376,-0.009676230652818751,-0.01265514388493627,0.009409394612301947,0.027600897088957188,-0.011984152523830005,0.004200897428003669,-0.0053667387259380694,-0.061307903234854355,0.00532349996695447,-0.03503893035793315,0.004897618169249718,0.0006694043872259581,-0.007045857730398342,-0.0060964688388222,0.015221845674438628,-0.008625089141266695,0.009604152560293011,-0.0019477001251816395,-0.026697530290490712,0.019269495736284892,0.00023603051469711644,0.01667293488846533,0.010215844195515578,-0.012174756532887576,-0.01786224100096534,-0.0036338012848088352,0.0008378433036644317,-0.01009668284902887,-0.00346563912497011,-0.04091244914382508,-0.0016372040018336476,-0.004567597965892789,-0.008558262014483176,-0.008669072329893668,-0.0009628279917459626,0.0009277376545553384,-0.001366558562511,0.002295396782243442,0.0076957758190656644,-0.05979619402043401,-0.007425732615763403,0.013453360811208626,0.007003749099975698,0.008313565003930101,-0.027662201787729712,0.005686544338180388,0.006350436259000114,-0.017021261717268588,0.01696560898312871,0.0002837136595792433,0.016189825174654393,-0.004370800752768855,-0.011622965683676378,0.008492888796945985,0.01766594136837374,-0.007932644612146267,-0.041720837542290945,-0.020952667399792402,-0.0025738701505364503,-0.000732817004757691,-0.006384784835393176,0.016467095093240847,0.016626419470360032,-0.0016107047150506482,0.0024001144489702586,-0.007501114042072321,0.0030519984206345274,0.0016814572158394547,0.02317435338556395,-0.01650511270875077,-0.010457445562289447,0.01902681696101549,-0.007768864054647828,-0.005084182361871359,0.006863527314811657,0.00873253843076971,0.004772059926004157,-0.010246629398911633,0.005110455973064365,0.010335505110748322,0.002674694969532876,0.011374073435558962,-0.0011278282896486358,-0.014909962658221865,0.0,0.007234414950322288,0.009600869591117611,-0.022430571701206103,0.014559507518879133,-0.008631578423362374,0.014734777947063904,0.013530179241384444,-0.017996304496711635,-0.010942634277553931,-0.004883433197120035
2017-01-18,0.00032920644289746726,-0.007294388127963569,-0.057654423186281334,0.0005101908790039467,-0.016957951426060713,0.007432012074206629,0.00281404589951606,0.006839245283595252,0.011326565215353579,0.0060917857487594596,0.029435544453368268,0.009230771149157269,0.003301353473048829,0.010982813613523712,0.0027842275775773473,0.016844529536744313,-0.01092398750395962,0.006821405510590184,-0.003259688459621879,0.003881235160325902,0.01193972527462872,-0.012520132135756867,-0.006307552169979025,-0.005100397694216663,0.05801911301382767,0.0034829628853674244,-0.00025136450927121246,-0.005879831183382422,-0.007575780358682782,0.003202759485897211,0.006406258101253393,0.010099664776915596,0.0181422520183967,0.006739448930565439,-0.006150842428276793,0.0019199158458118593,-0.01538454487895824,-0.018174925272821052,0.013232505761750168,-0.004237345726274655,-0.0025841750424042687,-0.004323992844518565,-0.0007404186161803494,0.004969189089405246,-0.014827591745953383,-0.011328793092563516,-0.009600824853674195,0.0022788683894068296,0.0006267475801109423,0.003869482570689309,0.007502395315812649,-0.0026504842392928163,0.013484258550003458,0.007089315762723869,0.02097782355432498,0.006742035077885955,0.0114712359352378,0.01195219123505975,0.007287499950186405,0.019755948276303226,0.003286088259963904,-0.0027369272574828685,0.008015198389176081,-0.0013476761151460792,0.02549840933334968,0.03299648373584074,-0.007263621977119605,0.007418926505629919,0.0,0.009111174981732972,-0.0028962149586149177,0.009275458140921788,0.012986964386416,-0.02542721145196769,0.001474773224654946,-0.005582005686670222,0.0027248689546901517,-0.005449617606985369,0.0088258982387035,0.003414875146386054,0.0019384056215168144,0.0263037463176663,0.023864617520803266,-0.011250991264997623,0.006939055539497918,-2.366149816590557e-05,0.00441813599489671,0.004754217126995641,-0.00019673711393597415,0.008246905887253853,0.008552253639216634,0.0045640876985768575,0.035344529459726104,-0.004758279315601799,-0.0025539068918897234,0.0007547641381777659,-0.0164159867803787,0.0026392316705523555,-0.004318382703419554,-0.0033291533503756465,0.022619325759483555,-0.001187181398345949,0.017732803180032786,-0.000647071645807018,-0.0035894633243086504,0.0008892098004553706,0.0069725413676910986,0.008656406337683498,0.004526551320229499,0.00443978634212594,0.003488672169750906,-0.00326896957839351,0.018197983743528434,0.00796220355635957,0.016060856974330573,0.001613386976903275,0.0031552748174399348,-0.008134714539697052,0.004255267124315676,0.007314824074074133
