Date,ESS,GRMN,SCHW,SPG,CF,ACN,LB,ADP,TROW,CTSH,FIS,COP,INTC,NFX,BF-B,TDG,NBL,MCHP,D,SYY,MTD,DWDP,FITB,COL,PVH,JBHT,DAL,UNH,AON,BHGE,CRM,SLB,CXO,XEC,XRAY,GPN,ALGN,LNC,ADM,MON,KSU,YUM,AEP,GPS,LOW,DLR,ADS,ADSK,STT,AME,CAG,HRL,ESRX,XOM,NSC,A,PH,UTX,AMD,BBY
2008-01-03,-0.03976622765020199,-0.012486323252584808,0.008136734952715274,-0.022706291313738358,0.04728348742283117,-0.017193733709973236,-0.04953227595319243,-0.007403625621545062,0.0022106238788917043,0.01613417127142558,0.005456498068510562,0.004096488767982631,-0.02682431336175428,0.025265995920706663,0.02090600595046266,0.008639737277966297,0.006390656542376583,0.0,-0.0019342475458691277,0.002302120865774304,0.0024086084283427844,-0.005677707112310859,0.00655453032122999,0.013442909521502955,-0.04911729971186518,-0.03764910925560305,-0.010152391590012022,0.0045879641994253095,-0.007751687667084006,0.0023413999811869868,0.011612475116124621,0.01720046327839153,0.02364394993045882,0.00046309997854199203,0.009377691194348614,-0.0013255706955387359,0.004857316627645325,-0.006577770676001071,0.010384296815727279,0.08477638555881728,-0.028383820722203246,-0.013991560414711612,0.003023382168778621,0.002460593192874727,-0.0189362723776757,-0.03272712294110247,-0.005661776233121363,-0.00829191507910787,0.08227735168444261,0.008899564108655111,-0.0008594210516268408,-0.019890719631517895,0.01886528998317738,0.003422081528070331,-0.013560291450922635,-0.009917188192346105,0.007856452380397227,0.014226868577446705,-0.051820728291316565,-0.03865635404089551
2008-01-04,-0.04630437427689604,-0.027488051302630656,-0.03349476036623977,-0.052067210167591305,-0.039537633334816746,-0.014954863426591802,-0.04400695177092151,-0.044289123643827866,-0.06633882894163057,-0.05343517423764588,-0.016527079225480024,-0.030481697935371144,-0.08107009435257218,-0.018528811959814484,-0.006143262648105052,0.0006589611194987022,-0.018550657616139166,-0.020354611731980055,0.00021516106439189997,-0.006561759150255586,-0.03257100562683091,-0.03996869371582501,-0.032152653463799585,-0.027227291138550935,-0.051363681851860465,-0.031935931533059514,-0.0205128048644041,-0.016335567988959188,-0.013238252548492313,-0.02126859047218599,-0.034765496884224256,-0.04212687083024913,-0.04619569746376795,-0.02986125455785915,-0.019260814816350003,-0.1557176803303142,-0.003021087795836097,-0.02165373180677077,0.0026242800037701297,-0.010668223854177428,-0.04489565835342968,-0.014190148576719519,-0.003230089091130095,-0.03485476063614734,-0.031249827699635246,-0.055317302639273924,-0.023861281978474924,-0.04473242056856197,-0.04158360210169176,-0.027968784669190172,-0.01203768028074026,0.006342191167016509,-0.013551617162259944,-0.018651046398123983,-0.017644420341735745,-0.03255441539970083,-0.022550385304615617,-0.01651790894794336,-0.07680945347119639,-0.03310335459587743
2008-01-07,0.019831404850328083,-0.028490389623804124,0.02045906069525749,0.020864889692835842,-0.013122055543838274,-0.026926241472160606,-0.025439395502092954,0.021707289316111433,-0.014355856551838575,0.007096817911177222,-0.03160239884188154,-0.013674682025849427,0.009262899930194468,-0.022276760009878216,0.021291040954428908,-0.010316133409003614,0.002410017019690125,0.003686489508689217,0.027346989868409555,0.005614080054795689,0.02962009961935519,0.005136279364852614,-0.02312873602591503,-0.01794162304030189,0.015294858026030811,0.03999973687278957,0.0014960848492353573,0.015714000658267446,-0.00505796207152287,-0.015450399819469274,-0.01868841318382608,-0.012143044311398121,0.00617293476604619,0.0016706975287512638,0.024029322329998326,-0.03772576953661111,-0.021818242424242462,0.026523233153272763,0.0002182814736417793,0.006770865532051307,-0.01352195307764692,0.023356667458021674,0.029163935181500955,0.0224715973354912,0.0014227534462414315,-0.003126546984852263,0.0065278200583098744,0.02231947434749526,0.006966301987303858,-0.0035413024593444753,0.012184351609847655,0.006806275343336665,0.05522315316774473,-0.009339176530199,0.0062653501950002966,0.016393675016785902,-0.03332372881916801,-0.004665865784798773,-0.027200000000000002,-0.007160957408202884
2008-01-08,-0.02123408991438669,-0.06668197629330319,-0.07037607553152547,-0.04727911348101521,-0.009198410336505813,0.0,-0.022373877766364014,-0.009071258790067094,-0.053834777525401,-0.019538709258752673,-0.01424515903067225,-0.022277271870704718,-0.027097709892203947,-0.0208534848261539,-0.0037656668683022643,-0.054557566578796735,-0.01784363333754757,-0.03839777053306803,-0.00712648782176839,-0.02955640935139947,-0.021620637898686734,-0.00806870674734983,-0.028842135908565325,-0.030546538377065113,0.008436906114831944,-0.05630430184946322,-0.12098589149715522,-0.011779438654786256,-0.01613630639535979,-0.006761908866738553,-0.052977839335179966,-0.0010328805266701657,0.04294473605735094,0.008337190687071727,0.00541511239387793,-0.0005446477844625042,-0.04956623603260446,-0.03563444885485734,-0.018316495276999967,-0.0034871336476787196,-0.03720646263645799,-0.0254772529152425,-0.0006294263612016682,-0.03446531395719998,-0.027948604485075745,-0.035072696642957535,0.014212855171345629,-0.04066782875282904,-0.012380279118973991,-0.043314744871307376,-0.0042990223489290935,-0.020781558721282067,-0.01585465285241927,-0.012826402245925128,-0.029265681640035734,-0.001415028431220211,-0.027548555488167148,-0.03856931062466151,-0.013157894736842146,-0.03182026965194562
2008-01-09,0.023635835845193354,-0.052493984171100294,-0.0008806736009185911,0.030628322306004208,0.034286038734851365,-0.004710149222842852,-0.0025431337383187147,0.001686157901919838,-0.01773177596877351,0.014047695172800356,0.008933205874275041,0.014543294481580205,0.022012380955881428,0.01715643891059826,-0.004050434550360027,-0.009148434697464403,0.02048735617233266,0.007985901689452124,0.015622111906103742,-0.02605749123026946,-0.008766313418567928,-0.00840559607755953,0.026595956301118884,0.02638363603744076,0.0017927260982142368,-0.0033610495110389937,0.14868298375172584,-0.0003555765242670983,0.014379107238077449,0.014258216798403112,-0.006764168190128039,0.01964644300571261,0.05294117647058805,0.02504101940837078,0.028052166056396155,0.034323006478642615,0.03846153846153855,0.020104340765758177,0.003775727314939026,-0.003999436920539168,0.05220358963483074,0.04375204377261466,0.012182003506913786,0.0010340718641734803,0.006822680925201219,0.02925529395635218,0.0,-0.00959395359214632,0.03146135467930877,-0.004875451627643357,0.03367858258768508,0.006903608069788625,-0.01663387076971512,0.01676854624562729,0.010905104308761349,0.002550138768996124,0.009089832036557333,0.002367662930730541,-0.07833333333333325,0.017309457021774
2008-01-10,0.018851109761622853,0.026450854446099514,0.04669608615948473,0.024952653797044366,-0.01635270711280179,-0.00591543017101015,0.02039579965382865,0.006012354766540939,0.03888128659321377,-0.034149479048802944,-0.01666648168549678,0.002270039484559616,-0.009230635882967131,0.018417932593333353,-0.009624834648786496,0.0,-0.0037880533720600074,-0.0010330930631851087,-0.00769107875038777,0.011813555348039184,0.00875169943569687,0.009023920665000018,0.02288456555398044,0.0058751905258409565,0.027735742296951305,0.059442990878171065,0.181952953458707,-0.0017798226771941206,0.007972834502148363,-0.001393214553813471,0.023007546475243945,-0.015414433901009716,-0.03480880962612809,-0.0069139031910965265,0.010477941070262453,0.029760298737074642,-0.04205900816070307,0.01368598938981247,-0.013498651132497153,0.020913379265454113,0.013208640501993996,0.02174430131534577,0.000830515115703534,-0.07131746467888933,0.005808333698701151,0.002871080847604235,-0.01360558386124977,0.0060824736670976876,-0.0069102149179131045,-0.004899510479867808,-0.0008352770396889975,0.013712799156388344,-0.022242913632314454,0.0010920202495579012,0.010786832453515638,0.04494094507353075,-0.013961993794669447,0.005975820915770758,0.07775768535262206,0.003015062164031468
2008-01-11,-0.00273688595946997,-0.08461538108624733,-0.05092588431421641,0.003548082097401206,0.017347241194063612,-0.02439733444228742,-0.05996292209037546,-0.01792962527721287,-0.005919456180111804,-0.09573048312975307,-0.014566153397862158,-0.010250447096269433,-0.02440103417674211,-0.005139939180276665,-0.04407308369829854,-0.011600361494822353,0.009632328621870245,-0.023448345202879528,-0.009425780501747694,-0.024725183780155424,-0.007397242009132388,-0.01788609111952677,0.028281606764879008,-0.030081898665798024,-0.037434425915814695,-0.02268208407938932,-0.031289246060598574,-0.003208989895730485,-0.007470368617027212,0.005833913191217288,-0.019971212666426763,-0.03172313437425189,-0.03472836307784344,0.006266157669327699,0.007776997766989924,-0.020204372391933956,-0.032110091743119296,0.004140385626952403,-0.02108573137256564,-0.011553424093098119,-0.018442047795156125,-0.06820520586146617,-0.005598141323691408,-0.04284910448596779,-0.02261781900282922,-0.007443457050515634,-0.05862065132145966,-0.03313927451858478,-0.006599084813660228,-0.01711628927467701,-0.010033809838257635,0.014028076547741852,-0.028061652196613385,-0.01483729273553036,-0.027830216246414796,-0.026237517403451593,-0.018422522231833938,-0.009808197591571144,0.04865771812080544,-0.05089112142563368
2008-01-14,-0.00011027964619414465,-0.01974809150790413,0.027937835369949315,-0.0041450808354045465,0.06438718954956335,0.02226283765161008,0.02392033075072275,-0.021421665070376128,0.019592512209279045,0.04573959275229966,0.03439981333035691,0.004214771159605002,0.04956832417814039,0.04420210655193668,0.01804091819671272,0.00047909812677460195,0.020210476970388802,0.050141402375816435,0.005709396627499919,0.007042243010272786,0.012236590077530751,0.023454561084070624,-0.022167805821208697,0.004667537282944334,-0.0009044548134683472,0.039088139337274175,-0.011627793058855307,-0.008764099388544389,-0.004206787582560434,0.002269457611704384,0.021663300899577687,0.016168382002498927,0.024907702952029487,0.016835436349597943,-0.015433806754662438,0.0002607709665487512,-0.004739336492891044,0.010218737237059905,0.03437276031450964,0.0548787373402837,0.022999799560327938,0.013484250544600895,0.005003816102659542,0.019185486779417893,0.026095200468893465,0.025959065073573262,-0.004688719546907638,0.02640111162575276,0.024879179888305014,-0.0007154404911120515,-0.022803752377717812,-0.024950412373020203,-0.007428143165470136,0.005869165044696478,0.018080309611534284,0.017777732322151074,0.043896041182312384,0.007115049215134839,0.025600000000000067,0.012896469767442964
2008-01-15,-0.013065249201313911,-0.062437454029399375,-0.03106120759576514,-0.03084812105845003,-0.04046714242952487,-0.0005967052171660381,-0.011680699627637181,-0.002487671284736148,-0.060851927785940285,-0.05925929405742192,-0.0389711559621877,-0.033337344100933586,-0.01689784651382098,-0.01227777166941546,-0.014205075527422117,-0.0011970983755984488,-0.022271133684384825,-0.028244823083432347,-0.011984461910502842,-0.02692294379116067,-0.015542619947535585,-0.028848985272243777,-0.03820291474371684,-0.029671988110292147,-0.015389125828889183,-0.021159988107598338,0.04444446926371293,-0.008480698061754444,-0.020453260340883794,-0.03623094018185169,-0.02587601078167112,-0.06908815514874245,-0.041854097293163695,-0.02812405045655797,-0.015240849443036386,-0.03496887077775723,-0.05034013605442167,-0.02697412973993185,-0.0031018114408892794,-0.030727061214775087,-0.022166118448369354,-0.05837670113928295,-0.005186649155373146,-0.029092778075424763,-0.0033588156114832124,-0.039358866646358015,-0.0363609736327859,-0.03768046028880867,-0.05939171174666913,-0.012175193552369179,-0.01858258322422557,0.0007598499982788276,0.005789381530641569,-0.019927585601771103,-0.022198870422045713,-0.017740104780539223,-0.017830407206252064,-0.01149751680499389,-0.04524180967238689,-0.014965848098424606
2008-01-16,0.011569780428050569,-0.056690026032340524,0.015583309704954917,0.014652002152558907,-0.09278265059490076,0.016119621261473815,0.03873912139305524,-0.00623422113941674,-0.015445594439715271,-0.01762274960290855,0.012435846591217325,-0.04366676388539248,-0.12384332611160154,-0.0430426700169696,0.003852373066493442,-0.0019175256782700822,-0.04027150770554111,-0.002422068216616169,-0.005746482044225454,0.026230371158457277,-0.0012925861193348043,-0.005274441254157547,0.05019652328301416,-0.01961377917061702,0.11216699678544084,0.026020791017080436,0.0012515297421438198,0.0060054605756068025,0.014752625555932708,-0.02806421829591743,0.00258254934513924,-0.034071927803689395,-0.04133400463438208,-0.033839328029909965,0.024541322805504695,0.020552209547855194,0.018624641833810962,0.021885856620702082,-0.05844484721151222,-0.08626566337887442,0.0174870761400836,-0.01787768328187067,0.011887571993842272,0.024676798976902337,0.0449495395271009,0.019607579108840367,-0.03513581937775068,-0.0037514652402595994,0.020295717629654098,-0.0077331368538371414,0.011448696163628869,-0.0036880928600270257,0.014319752108956418,-0.02797102899386572,-0.0010813882997618984,-0.008891500746836645,-0.0034794428856013138,-0.004484220503803149,0.07352941176470584,0.02131542370746997
